pair,corpus,scene,pair_kind,layout,season,height_m,tilt_deg,yaw_deg,scale_ratio,b_px,area_frac,covis_frac,compensation_src,вердикт,bytes,dup_group,dup_size,dup_kind
ss_pair_6118777996f4_00001_inside_ss.npz,ss,61187779ac1a340005a1cd5a,same_source,inside,none,285.6,6.63,306.01,0.865,1118,1.0,0.9974,,,2777888,g0305,1,
ss_pair_63a9570da46f_00000_partial_ss.npz,ss,63a9570deb16e8000519a1e9,same_source,partial,none,181.2,7.21,344.16,1.187,1973,0.7141,0.6582,,,2925148,g0362,1,
ss_pair_63a9570da46f_00001_inside_ss_s.npz,ss,63a9570deb16e8000519a1e9,same_source,inside,pseudo_spring,252.3,18.52,104.17,1.108,1672,0.9999,0.9981,,,2967646,g0362,1,
ss_pair_63a9570da46f_00002_partial_ss.npz,ss,63a9570deb16e8000519a1e9,same_source,partial,none,257.2,1.66,345.36,1.198,1060,0.772,0.7712,,,2044798,g0362,1,
ss_pair_63a9570da46f_00003_partial_ss.npz,ss,63a9570deb16e8000519a1e9,same_source,partial,none,276.7,1.17,91.28,1.015,1559,0.762,0.7284,,,2115877,g0362,1,
ss_pair_5e72b9f32641_00000_inside_ss.npz,ss,5e72b9f3133f1a000511beac,same_source,inside,none,262.7,8.62,75.8,1.189,2048,1.0,1.0,,,3423165,g0143,1,
ss_pair_5e72b9f32641_00001_inside_ss.npz,ss,5e72b9f3133f1a000511beac,same_source,inside,none,253.7,14.05,112.5,1.018,1388,1.0,1.0,,,2562685,g0143,1,
ss_pair_5e72b9f32641_00002_inside_ss.npz,ss,5e72b9f3133f1a000511beac,same_source,inside,none,270.8,2.92,47.97,1.003,1595,1.0,1.0,,,2705299,g0143,1,
ss_pair_5e72b9f32641_00003_partial_ss_s.npz,ss,5e72b9f3133f1a000511beac,same_source,partial,pseudo_spring,214.9,19.67,135.82,1.118,1666,0.8376,0.9075,,,3119068,g0143,1,
ss_pair_63aac314b02d_00000_partial_ss.npz,ss,63aac3143fb8c100063c5531,same_source,partial,none,208.0,2.6,166.23,0.886,1495,0.7173,0.7107,,,2611841,g0369,1,
ss_pair_63aac314b02d_00001_partial_ss.npz,ss,63aac3143fb8c100063c5531,same_source,partial,none,255.8,9.33,141.51,1.034,1646,0.8298,0.86,,,3084387,g0369,1,
ss_pair_63aac314b02d_00002_partial_ss.npz,ss,63aac3143fb8c100063c5531,same_source,partial,none,242.5,14.25,74.43,0.902,1837,0.8973,0.9141,,,3458127,g0369,1,
ss_pair_63f21def30ef_00000_inside_ss.npz,ss,63f21def525f0700077ed4e3,same_source,inside,none,211.3,1.12,236.17,0.856,1371,1.0,0.9983,,,2586677,g0373,1,
ss_pair_63f21def30ef_00001_inside_ss_w.npz,ss,63f21def525f0700077ed4e3,same_source,inside,pseudo_winter,186.2,8.32,119.42,0.989,1733,1.0,0.9999,,,3072354,g0373,1,
ss_pair_63f21def30ef_00002_partial_ss_a.npz,ss,63f21def525f0700077ed4e3,same_source,partial,pseudo_autumn,217.2,9.97,2.89,1.176,1824,0.8922,0.8879,,,2836756,g0373,1,
ss_pair_65ca69ee0c13_00000_inside_ss.npz,ss,65ca69ee8931500001717e75,same_source,inside,none,209.8,14.57,44.54,1.095,1920,1.0,0.9963,,,3836515,g0411,1,
ss_pair_6255f922dac3_00000_inside_ss_w.npz,ss,6255f9225c48220007e7c9a8,same_source,inside,pseudo_winter,291.8,0.47,79.62,0.853,1097,1.0,0.9999,,,1838207,g0337,1,
ss_pair_6255f922dac3_00001_partial_ss_s.npz,ss,6255f9225c48220007e7c9a8,same_source,partial,pseudo_spring,188.4,14.24,80.92,1.125,2013,0.6876,0.6982,,,2390611,g0337,1,
ss_pair_6255f922dac3_00002_partial_ss.npz,ss,6255f9225c48220007e7c9a8,same_source,partial,none,193.0,16.6,328.71,0.905,883,0.79,0.7723,,,1559820,g0337,1,
ss_pair_6255f922dac3_00003_inside_ss.npz,ss,6255f9225c48220007e7c9a8,same_source,inside,none,233.0,8.7,262.53,0.885,1381,1.0,0.9999,,,2445975,g0337,1,
ss_pair_6255f922dac3_00004_inside_ss_a.npz,ss,6255f9225c48220007e7c9a8,same_source,inside,pseudo_autumn,213.5,10.62,35.13,0.937,1769,1.0,1.0,,,2730639,g0337,1,
ss_pair_6255f922dac3_00005_inside_ss_w.npz,ss,6255f9225c48220007e7c9a8,same_source,inside,pseudo_winter,214.6,9.34,197.17,0.906,1373,1.0,0.9999,,,2290029,g0337,1,
ss_pair_6255f922dac3_00006_inside_ss.npz,ss,6255f9225c48220007e7c9a8,same_source,inside,none,243.8,7.61,256.3,0.934,1282,1.0,0.9999,,,2391371,g0337,1,
ss_pair_6255f922dac3_00007_inside_ss_s.npz,ss,6255f9225c48220007e7c9a8,same_source,inside,pseudo_spring,248.3,16.53,148.37,0.926,1334,1.0,0.9999,,,2035017,g0337,1,
ss_pair_6255f922dac3_00008_partial_ss.npz,ss,6255f9225c48220007e7c9a8,same_source,partial,none,280.8,13.11,174.21,0.92,1443,0.8075,0.8617,,,2112720,g0337,1,
ss_pair_6255f922dac3_00009_inside_ss_w.npz,ss,6255f9225c48220007e7c9a8,same_source,inside,pseudo_winter,278.5,2.59,297.71,0.987,1226,1.0,0.9996,,,2570330,g0337,1,
ss_pair_6255f922dac3_00010_inside_ss.npz,ss,6255f9225c48220007e7c9a8,same_source,inside,none,267.1,10.28,196.95,1.155,2048,1.0,1.0,,,3073711,g0337,1,
ss_pair_6255f922dac3_00011_inside_ss_s.npz,ss,6255f9225c48220007e7c9a8,same_source,inside,pseudo_spring,254.7,13.54,332.78,1.181,1710,1.0,0.9995,,,2681544,g0337,1,
ss_pair_6255f922dac3_00012_partial_ss.npz,ss,6255f9225c48220007e7c9a8,same_source,partial,none,217.2,19.34,298.67,1.054,801,0.6387,0.6749,,,1396881,g0337,1,
ss_pair_6255f922dac3_00013_partial_ss.npz,ss,6255f9225c48220007e7c9a8,same_source,partial,none,186.2,17.28,236.28,0.925,1610,0.6197,0.6554,,,1954686,g0337,1,
ss_pair_6255f922dac3_00014_inside_ss_a.npz,ss,6255f9225c48220007e7c9a8,same_source,inside,pseudo_autumn,231.8,3.84,352.77,0.889,1141,1.0,1.0,,,2277358,g0337,1,
ss_pair_62542574846a_00000_partial_ss_a.npz,ss,62542574fe1b5d0006ae8d25,same_source,partial,pseudo_autumn,247.0,5.26,200.89,0.988,797,0.6836,0.698,,,1819363,g0336,1,
ss_pair_62542574846a_00001_partial_ss_s.npz,ss,62542574fe1b5d0006ae8d25,same_source,partial,pseudo_spring,182.7,7.81,66.43,1.056,1585,0.6697,0.6574,,,2426701,g0336,1,
ss_pair_62542574846a_00002_partial_ss_w.npz,ss,62542574fe1b5d0006ae8d25,same_source,partial,pseudo_winter,236.4,10.61,202.59,0.97,1117,0.7472,0.7322,,,1722924,g0336,1,
ss_pair_62542574846a_00003_inside_ss.npz,ss,62542574fe1b5d0006ae8d25,same_source,inside,none,231.9,18.04,209.16,1.168,2048,1.0,1.0,,,3337368,g0336,1,
ss_pair_62542574846a_00004_partial_ss_a.npz,ss,62542574fe1b5d0006ae8d25,same_source,partial,pseudo_autumn,268.3,15.37,96.08,0.867,1280,0.6487,0.5749,,,1763384,g0336,1,
ss_pair_62542574846a_00005_inside_ss_w.npz,ss,62542574fe1b5d0006ae8d25,same_source,inside,pseudo_winter,297.8,12.88,278.55,0.998,1719,1.0,1.0,,,2328655,g0336,1,
ss_pair_62542574846a_00006_inside_ss_a.npz,ss,62542574fe1b5d0006ae8d25,same_source,inside,pseudo_autumn,210.5,6.86,268.58,0.942,1329,1.0,0.9999,,,2867602,g0336,1,
ss_pair_62542574846a_00007_inside_ss.npz,ss,62542574fe1b5d0006ae8d25,same_source,inside,none,243.2,15.16,21.47,0.93,1548,1.0,0.9999,,,2409739,g0336,1,
ss_pair_62542574846a_00008_inside_ss_a.npz,ss,62542574fe1b5d0006ae8d25,same_source,inside,pseudo_autumn,288.8,8.95,274.7,0.916,1161,1.0,0.9899,,,1953818,g0336,1,
ss_pair_62542574846a_00009_inside_ss_s.npz,ss,62542574fe1b5d0006ae8d25,same_source,inside,pseudo_spring,207.3,17.46,63.34,0.895,1184,1.0,1.0,,,2091285,g0336,1,
ss_pair_62542574846a_00010_inside_ss_s.npz,ss,62542574fe1b5d0006ae8d25,same_source,inside,pseudo_spring,209.2,17.22,259.18,0.918,1460,1.0,1.0,,,2345981,g0336,1,
ss_pair_62542574846a_00011_partial_ss.npz,ss,62542574fe1b5d0006ae8d25,same_source,partial,none,225.4,15.94,108.13,1.127,1866,0.751,0.8199,,,2929025,g0336,1,
ss_pair_62542574846a_00012_inside_ss_s.npz,ss,62542574fe1b5d0006ae8d25,same_source,inside,pseudo_spring,252.6,5.87,130.55,0.855,1374,1.0,1.0,,,1989006,g0336,1,
ss_pair_62542574846a_00013_inside_ss_a.npz,ss,62542574fe1b5d0006ae8d25,same_source,inside,pseudo_autumn,239.3,10.18,54.34,1.02,2017,1.0,1.0,,,3041164,g0336,1,
ss_pair_62542574846a_00014_partial_ss.npz,ss,62542574fe1b5d0006ae8d25,same_source,partial,none,215.0,17.19,187.82,1.072,1062,0.8541,0.8026,,,1779676,g0336,1,
ss_pair_66f7320ab4dd_00000_partial_ss.npz,ss,66f7320a5b27b10001e4b796,same_source,partial,none,268.7,3.43,300.68,0.889,1246,0.866,0.8623,,,2236774,g0453,1,
ss_pair_66f7320ab4dd_00001_partial_ss.npz,ss,66f7320a5b27b10001e4b796,same_source,partial,none,260.9,13.65,155.81,1.197,1566,0.7986,0.7774,,,2582600,g0453,1,
ss_pair_66f7320ab4dd_00002_inside_ss_a.npz,ss,66f7320a5b27b10001e4b796,same_source,inside,pseudo_autumn,297.6,5.62,138.0,1.074,1845,1.0,1.0,,,3100110,g0453,1,
ss_pair_66f7320ab4dd_00003_inside_ss_a.npz,ss,66f7320a5b27b10001e4b796,same_source,inside,pseudo_autumn,209.3,17.0,182.59,0.869,1389,1.0,1.0,,,2454378,g0453,1,
ss_pair_66f7320ab4dd_00004_inside_ss_w.npz,ss,66f7320a5b27b10001e4b796,same_source,inside,pseudo_winter,184.8,17.54,149.43,0.956,1641,1.0,1.0,,,2683290,g0453,1,
ss_pair_66f7320ab4dd_00005_inside_ss_s.npz,ss,66f7320a5b27b10001e4b796,same_source,inside,pseudo_spring,286.6,19.11,257.38,1.008,1972,1.0,1.0,,,3203397,g0453,1,
ss_pair_66f7320ab4dd_00006_inside_ss_a.npz,ss,66f7320a5b27b10001e4b796,same_source,inside,pseudo_autumn,217.6,2.2,59.09,1.128,1859,1.0,1.0,,,2716698,g0453,1,
ss_pair_66f7320ab4dd_00007_partial_ss.npz,ss,66f7320a5b27b10001e4b796,same_source,partial,none,243.8,6.65,123.42,0.919,1038,0.8528,0.8244,,,2080717,g0453,1,
ss_pair_66f7320ab4dd_00008_inside_ss_w.npz,ss,66f7320a5b27b10001e4b796,same_source,inside,pseudo_winter,299.6,1.97,239.98,1.139,1390,1.0,1.0,,,2535009,g0453,1,
ss_pair_66f7320ab4dd_00009_partial_ss.npz,ss,66f7320a5b27b10001e4b796,same_source,partial,none,262.1,1.13,118.76,0.961,1730,0.763,0.7615,,,2561949,g0453,1,
ss_pair_66f7320ab4dd_00010_inside_ss_a.npz,ss,66f7320a5b27b10001e4b796,same_source,inside,pseudo_autumn,192.3,7.61,270.24,1.12,1366,1.0,1.0,,,2244251,g0453,1,
ss_pair_66f7320ab4dd_00011_inside_ss_s.npz,ss,66f7320a5b27b10001e4b796,same_source,inside,pseudo_spring,181.7,1.88,51.25,0.967,1497,1.0,1.0,,,2202476,g0453,1,
ss_pair_66f7320ab4dd_00012_inside_ss_s.npz,ss,66f7320a5b27b10001e4b796,same_source,inside,pseudo_spring,287.5,9.76,278.12,0.851,1104,1.0,1.0,,,2287269,g0453,1,
ss_pair_66f7320ab4dd_00013_inside_ss.npz,ss,66f7320a5b27b10001e4b796,same_source,inside,none,204.6,4.94,282.64,1.109,1568,1.0,1.0,,,2866553,g0453,1,
ss_pair_66f7320ab4dd_00014_inside_ss_s.npz,ss,66f7320a5b27b10001e4b796,same_source,inside,pseudo_spring,215.9,10.87,9.58,1.022,1424,1.0,1.0,,,2641852,g0453,1,
ss_pair_66340515342f_00000_partial_ss.npz,ss,663405156049ef00013b8274,same_source,partial,none,240.0,1.08,218.89,1.156,787,0.6304,0.6268,,,1685202,g0432,1,
ss_pair_66340515342f_00001_inside_ss_s.npz,ss,663405156049ef00013b8274,same_source,inside,pseudo_spring,262.3,3.5,61.45,1.119,1709,1.0,0.9991,,,2863490,g0432,1,
ss_pair_66340515342f_00002_inside_ss_a.npz,ss,663405156049ef00013b8274,same_source,inside,pseudo_autumn,198.4,17.06,270.16,1.035,1487,1.0,0.9986,,,2709603,g0432,1,
ss_pair_66340515342f_00003_partial_ss_s.npz,ss,663405156049ef00013b8274,same_source,partial,pseudo_spring,269.0,7.81,335.58,1.126,887,0.6997,0.6978,,,1173870,g0432,1,
ss_pair_66340515342f_00004_inside_ss_a.npz,ss,663405156049ef00013b8274,same_source,inside,pseudo_autumn,252.2,13.57,114.99,1.108,2048,1.0,1.0,,,3619646,g0432,1,
ss_pair_66340515342f_00005_partial_ss.npz,ss,663405156049ef00013b8274,same_source,partial,none,206.4,11.09,344.99,0.93,972,0.8493,0.8736,,,2153606,g0432,1,
ss_pair_66340515342f_00006_inside_ss.npz,ss,663405156049ef00013b8274,same_source,inside,none,293.4,16.69,2.13,1.098,1546,1.0,0.9996,,,2778072,g0432,1,
ss_pair_66340515342f_00007_inside_ss_a.npz,ss,663405156049ef00013b8274,same_source,inside,pseudo_autumn,181.9,16.03,116.2,1.161,2048,1.0,1.0,,,3860340,g0432,1,
ss_pair_66340515342f_00008_inside_ss_s.npz,ss,663405156049ef00013b8274,same_source,inside,pseudo_spring,222.9,1.37,206.59,1.157,2048,1.0,0.9987,,,3535633,g0432,1,
ss_pair_63a5dbcfbdfe_00000_inside_ss_w.npz,ss,63a5dbcfeb16e8000519a1cc,same_source,inside,pseudo_winter,280.6,8.68,113.45,1.0,1865,1.0,0.9994,,,3441931,g0359,1,
ss_pair_63a5dbcfbdfe_00001_inside_ss.npz,ss,63a5dbcfeb16e8000519a1cc,same_source,inside,none,275.5,0.41,33.11,1.022,1550,1.0,0.999,,,2902224,g0359,1,
ss_pair_63a5dbcfbdfe_00002_inside_ss_w.npz,ss,63a5dbcfeb16e8000519a1cc,same_source,inside,pseudo_winter,232.0,12.3,31.83,0.956,1283,1.0,0.9993,,,2566870,g0359,1,
ss_pair_63a5dbcfbdfe_00003_partial_ss.npz,ss,63a5dbcfeb16e8000519a1cc,same_source,partial,none,273.8,10.86,5.77,1.129,1056,0.7134,0.7553,,,2342302,g0359,1,
ss_pair_63a5dbcfbdfe_00004_inside_ss_w.npz,ss,63a5dbcfeb16e8000519a1cc,same_source,inside,pseudo_winter,178.3,1.43,73.06,0.962,1210,1.0,0.9989,,,1957260,g0359,1,
ss_pair_63a5dbcfbdfe_00005_inside_ss_a.npz,ss,63a5dbcfeb16e8000519a1cc,same_source,inside,pseudo_autumn,177.5,14.25,231.13,0.954,1394,1.0,0.9882,,,2601406,g0359,1,
ss_pair_63a5dbcfbdfe_00006_partial_ss_w.npz,ss,63a5dbcfeb16e8000519a1cc,same_source,partial,pseudo_winter,191.4,0.46,276.17,1.053,1836,0.7105,0.6957,,,2440909,g0359,1,
ss_pair_63a5dbcfbdfe_00007_partial_ss.npz,ss,63a5dbcfeb16e8000519a1cc,same_source,partial,none,257.7,17.92,65.33,0.974,819,0.6444,0.7583,,,1842216,g0359,1,
ss_pair_63a5dbcfbdfe_00008_partial_ss_a.npz,ss,63a5dbcfeb16e8000519a1cc,same_source,partial,pseudo_autumn,201.1,8.15,29.42,0.959,1861,0.7971,0.7644,,,2914821,g0359,1,
ss_pair_6a926a58eedb_00000_inside_ss.npz,ss,6a926a58c3a9617c871ea6e9,same_source,inside,none,232.8,11.53,212.45,0.906,1339,1.0,0.9974,,,2496321,g0558,1,
ss_pair_6a926a58eedb_00001_inside_ss_w.npz,ss,6a926a58c3a9617c871ea6e9,same_source,inside,pseudo_winter,287.2,6.14,98.69,1.009,1424,1.0,0.987,,,3267528,g0558,1,
ss_pair_6a926a58eedb_00002_partial_ss.npz,ss,6a926a58c3a9617c871ea6e9,same_source,partial,none,225.2,5.1,152.27,0.882,1336,0.7267,0.6917,,,2596862,g0558,1,
ss_pair_6a926a58eedb_00003_inside_ss_s.npz,ss,6a926a58c3a9617c871ea6e9,same_source,inside,pseudo_spring,234.1,3.53,89.35,0.962,1254,1.0,0.9811,,,2858912,g0558,1,
ss_pair_6a926a58eedb_00004_partial_ss_a.npz,ss,6a926a58c3a9617c871ea6e9,same_source,partial,pseudo_autumn,299.9,15.52,17.27,1.024,1799,0.8002,0.8414,,,3485351,g0558,1,
ss_pair_6a926a58eedb_00005_inside_ss_a.npz,ss,6a926a58c3a9617c871ea6e9,same_source,inside,pseudo_autumn,244.7,7.86,61.59,0.897,1526,1.0,0.9991,,,3004421,g0558,1,
ss_pair_6a926a58eedb_00006_inside_ss_s.npz,ss,6a926a58c3a9617c871ea6e9,same_source,inside,pseudo_spring,183.8,15.09,24.79,1.187,1463,1.0,0.996,,,3211559,g0558,1,
ss_pair_6a926a58eedb_00007_partial_ss_w.npz,ss,6a926a58c3a9617c871ea6e9,same_source,partial,pseudo_winter,277.9,10.23,74.66,0.898,1805,0.8347,0.7785,,,3057845,g0558,1,
ss_pair_6a926a58eedb_00008_partial_ss.npz,ss,6a926a58c3a9617c871ea6e9,same_source,partial,none,243.9,17.68,250.05,0.919,1299,0.7593,0.6903,,,2395997,g0558,1,
ss_pair_6a926a58eedb_00009_inside_ss_w.npz,ss,6a926a58c3a9617c871ea6e9,same_source,inside,pseudo_winter,208.1,18.82,254.72,1.13,1578,1.0,0.9919,,,2806370,g0558,1,
ss_pair_6a926a58eedb_00010_inside_ss_w.npz,ss,6a926a58c3a9617c871ea6e9,same_source,inside,pseudo_winter,279.0,13.54,192.01,0.971,1901,1.0,0.9801,,,3588619,g0558,1,
ss_pair_5ea6e1e94b77_00000_inside_ss_s.npz,ss,5ea6e1e93295f300072a6cfd,same_source,inside,pseudo_spring,274.3,2.47,319.55,0.896,1520,1.0,0.9981,,,2214232,g0159,1,
ss_pair_5ea6e1e94b77_00001_partial_ss_a.npz,ss,5ea6e1e93295f300072a6cfd,same_source,partial,pseudo_autumn,269.1,13.73,70.34,1.097,1453,0.8493,0.8328,,,2021516,g0159,1,
ss_pair_5ea6e1e94b77_00002_inside_ss_s.npz,ss,5ea6e1e93295f300072a6cfd,same_source,inside,pseudo_spring,213.8,13.36,332.21,0.895,1368,1.0,0.9913,,,2551044,g0159,1,
ss_pair_5ea6e1e94b77_00003_inside_ss_s.npz,ss,5ea6e1e93295f300072a6cfd,same_source,inside,pseudo_spring,290.6,15.77,199.6,0.97,1907,1.0,1.0,,,3232999,g0159,1,
ss_pair_5ea6e1e94b77_00004_inside_ss_w.npz,ss,5ea6e1e93295f300072a6cfd,same_source,inside,pseudo_winter,189.7,11.83,354.96,1.076,1652,1.0,0.9999,,,3117130,g0159,1,
ss_pair_65734bb19c92_00000_inside_ss.npz,ss,65734bb1694a1c0001aa44e1,same_source,inside,none,235.2,2.64,164.45,0.969,1655,1.0,0.9996,,,3011372,g0404,1,
ss_pair_65734bb19c92_00001_partial_ss_s.npz,ss,65734bb1694a1c0001aa44e1,same_source,partial,pseudo_spring,184.8,9.78,62.0,0.876,1348,0.82,0.8419,,,2589557,g0404,1,
ss_pair_65734bb19c92_00002_inside_ss.npz,ss,65734bb1694a1c0001aa44e1,same_source,inside,none,246.3,7.53,215.24,1.035,1366,1.0,1.0,,,2478351,g0404,1,
ss_pair_65734bb19c92_00003_inside_ss_w.npz,ss,65734bb1694a1c0001aa44e1,same_source,inside,pseudo_winter,183.9,12.56,61.47,1.161,1646,1.0,0.9998,,,2975278,g0404,1,
ss_pair_65734bb19c92_00004_inside_ss.npz,ss,65734bb1694a1c0001aa44e1,same_source,inside,none,210.1,19.69,294.37,1.02,1451,1.0,0.9876,,,2473867,g0404,1,
ss_pair_65734bb19c92_00005_partial_ss_a.npz,ss,65734bb1694a1c0001aa44e1,same_source,partial,pseudo_autumn,206.5,11.28,15.11,1.154,1804,0.7664,0.7112,,,3051923,g0404,1,
ss_pair_65734bb19c92_00006_inside_ss.npz,ss,65734bb1694a1c0001aa44e1,same_source,inside,none,180.0,2.91,69.23,0.928,1601,1.0,0.9995,,,2980566,g0404,1,
ss_pair_5fd11d83812a_00000_inside_ss_s.npz,ss,5fd11d83380db000052582e9,same_source,inside,pseudo_spring,297.4,3.18,285.12,1.159,2048,1.0,1.0,,,3002537,g0243,1,
ss_pair_5fd11d83812a_00001_partial_ss_s.npz,ss,5fd11d83380db000052582e9,same_source,partial,pseudo_spring,216.1,13.07,62.23,0.916,1571,0.7571,0.698,,,2679462,g0243,1,
ss_pair_5fd11d83812a_00002_inside_ss.npz,ss,5fd11d83380db000052582e9,same_source,inside,none,216.0,3.85,143.24,0.968,1753,1.0,0.9995,,,3130339,g0243,1,
ss_pair_5fd11d83812a_00003_inside_ss.npz,ss,5fd11d83380db000052582e9,same_source,inside,none,184.4,9.48,294.78,0.947,1540,1.0,0.9986,,,2916017,g0243,1,
ss_pair_5eadda5037c7_00000_inside_ss.npz,ss,5eadda503295f300072a6d87,same_source,inside,none,241.8,0.01,132.35,0.871,1783,1.0,0.999,,,2739134,g0163,1,
ss_pair_5eadda5037c7_00001_partial_ss.npz,ss,5eadda503295f300072a6d87,same_source,partial,none,227.4,5.65,247.36,1.135,1710,0.8569,0.8378,,,2741281,g0163,1,
ss_pair_5eadda5037c7_00002_inside_ss_w.npz,ss,5eadda503295f300072a6d87,same_source,inside,pseudo_winter,257.9,2.51,212.0,1.186,2048,1.0,0.9961,,,3003979,g0163,1,
ss_pair_5eadda5037c7_00003_inside_ss_s.npz,ss,5eadda503295f300072a6d87,same_source,inside,pseudo_spring,204.9,13.91,98.83,1.192,1695,1.0,0.9975,,,3106856,g0163,1,
ss_pair_5eadda5037c7_00004_partial_ss.npz,ss,5eadda503295f300072a6d87,same_source,partial,none,290.9,10.11,36.56,0.857,954,0.7805,0.8338,,,1998528,g0163,1,
ss_pair_5eadda5037c7_00005_inside_ss.npz,ss,5eadda503295f300072a6d87,same_source,inside,none,275.3,14.02,93.61,1.112,2048,1.0,0.9995,,,3789167,g0163,1,
ss_pair_5eadda5037c7_00006_inside_ss_a.npz,ss,5eadda503295f300072a6d87,same_source,inside,pseudo_autumn,288.2,3.36,252.61,0.991,1845,1.0,0.9757,,,2902115,g0163,1,
ss_pair_5eadda5037c7_00007_inside_ss_w.npz,ss,5eadda503295f300072a6d87,same_source,inside,pseudo_winter,188.7,4.73,136.86,1.067,1562,1.0,0.9991,,,2763890,g0163,1,
ss_pair_5ece627e02fb_00000_partial_ss_s.npz,ss,5ece627e57676e00057f5808,same_source,partial,pseudo_spring,287.3,18.88,112.3,0.856,981,0.7917,0.7648,,,1288748,g0174,1,
ss_pair_5ece627e02fb_00001_inside_ss.npz,ss,5ece627e57676e00057f5808,same_source,inside,none,261.4,13.64,6.3,0.996,1499,1.0,0.9942,,,2455172,g0174,1,
ss_pair_5ece627e02fb_00002_partial_ss_w.npz,ss,5ece627e57676e00057f5808,same_source,partial,pseudo_winter,259.0,9.86,29.1,1.189,872,0.6709,0.6863,,,1398706,g0174,1,
ss_pair_5ece627e02fb_00003_partial_ss_a.npz,ss,5ece627e57676e00057f5808,same_source,partial,pseudo_autumn,184.2,3.99,299.22,0.997,1808,0.6671,0.6483,,,2638567,g0174,1,
ss_pair_5ece627e02fb_00004_partial_ss_w.npz,ss,5ece627e57676e00057f5808,same_source,partial,pseudo_winter,179.8,10.23,220.53,0.991,1471,0.8874,0.8938,,,2247798,g0174,1,
ss_pair_5ece627e02fb_00005_inside_ss_s.npz,ss,5ece627e57676e00057f5808,same_source,inside,pseudo_spring,264.9,19.41,337.81,1.029,1636,1.0,0.9994,,,2773922,g0174,1,
ss_pair_65e615ce387d_00000_inside_ss_a.npz,ss,65e615cee6f8d400012823a2,same_source,inside,pseudo_autumn,279.7,8.88,147.08,0.895,1399,1.0,0.9994,,,2957849,g0415,1,
ss_pair_65e615ce387d_00001_inside_ss_a.npz,ss,65e615cee6f8d400012823a2,same_source,inside,pseudo_autumn,202.9,0.44,158.22,0.927,1518,1.0,0.9989,,,3387780,g0415,1,
ss_pair_65e615ce387d_00002_inside_ss.npz,ss,65e615cee6f8d400012823a2,same_source,inside,none,258.2,17.61,39.26,1.187,1802,1.0,0.9991,,,3859947,g0415,1,
ss_pair_68a8470d5738_00000_inside_ss_a.npz,ss,68a8470d69066a121d9cb4aa,same_source,inside,pseudo_autumn,189.5,1.55,193.83,1.121,2048,1.0,0.9999,,,3542887,g0503,1,
ss_pair_68a8470d5738_00001_inside_ss.npz,ss,68a8470d69066a121d9cb4aa,same_source,inside,none,294.4,8.22,69.12,1.198,1705,1.0,1.0,,,2784669,g0503,1,
ss_pair_68a8470d5738_00002_inside_ss_a.npz,ss,68a8470d69066a121d9cb4aa,same_source,inside,pseudo_autumn,268.4,3.3,34.86,0.909,1308,1.0,1.0,,,2056465,g0503,1,
ss_pair_63a987ce5984_00000_inside_ss_a.npz,ss,63a987ce3fb8c100063c551c,same_source,inside,pseudo_autumn,296.5,9.97,80.72,1.03,1599,1.0,0.9996,,,3150177,g0366,1,
ss_pair_63a987ce5984_00001_partial_ss_a.npz,ss,63a987ce3fb8c100063c551c,same_source,partial,pseudo_autumn,277.2,1.42,277.42,1.114,1574,0.8279,0.8214,,,2874529,g0366,1,
ss_pair_617e9bb86e4a_00000_partial_ss.npz,ss,617e9bb88ebcb9000515c519,same_source,partial,none,259.7,14.44,154.19,0.913,1291,0.6613,0.5798,,,1995175,g0319,1,
ss_pair_617e9bb86e4a_00001_inside_ss.npz,ss,617e9bb88ebcb9000515c519,same_source,inside,none,275.6,9.87,16.71,1.186,1874,1.0,0.9988,,,3766267,g0319,1,
ss_pair_617e9bb86e4a_00002_inside_ss.npz,ss,617e9bb88ebcb9000515c519,same_source,inside,none,207.8,3.16,106.78,1.191,2048,1.0,0.9992,,,3748223,g0319,1,
ss_pair_617e9bb86e4a_00003_inside_ss.npz,ss,617e9bb88ebcb9000515c519,same_source,inside,none,223.6,15.42,243.55,1.062,1480,1.0,0.9996,,,2565008,g0319,1,
ss_pair_6190deab06b9_00000_inside_ss.npz,ss,6190deab502455000734584a,same_source,inside,none,238.4,4.26,3.85,1.15,1424,1.0,1.0,,,2499734,g0324,1,
ss_pair_6190deab06b9_00001_partial_ss_s.npz,ss,6190deab502455000734584a,same_source,partial,pseudo_spring,262.0,2.49,171.78,1.175,927,0.7383,0.7219,,,1527308,g0324,1,
ss_pair_6190deab06b9_00002_inside_ss_a.npz,ss,6190deab502455000734584a,same_source,inside,pseudo_autumn,295.2,18.55,83.15,1.139,1839,1.0,1.0,,,3093766,g0324,1,
ss_pair_6190deab06b9_00003_partial_ss.npz,ss,6190deab502455000734584a,same_source,partial,none,263.4,11.19,59.31,1.046,1127,0.8675,0.8313,,,1989972,g0324,1,
ss_pair_618efcb56c0c_00000_inside_ss_s.npz,ss,618efcb55024550007345821,same_source,inside,pseudo_spring,222.8,19.61,207.88,1.132,2048,1.0,0.9994,,,2958164,g0004,2,revisit
ss_pair_618efcb56c0c_00001_inside_ss.npz,ss,618efcb55024550007345821,same_source,inside,none,237.6,7.32,146.71,1.195,2048,1.0,1.0,,,3317965,g0004,2,revisit
