pair,corpus,scene,pair_kind,mode,layout,season,height_m,tilt_deg,scale_ratio,covis_frac,b_px,src_split,geo_cluster,split,gt_class,gt_sigma_px,gt_sigma_src,weight,slice,modality,bytes
pair_L08_xDOP0237_asis.npz,ortholoc,L08,frame_xdop,asis,partial,,97.1,21.56,0.699,0.8836,640,test_outPlace,c_L08,heldout,registered,1.025,измерено,1.00,,photo,2245654
pair_L08_xDOP0238_asis.npz,ortholoc,L08,frame_xdop,asis,partial,,96.7,20.48,0.719,0.9502,768,test_outPlace,c_L08,heldout,registered,1.025,измерено,1.00,,photo,2365512
pair_L08_xDOP0239_asis.npz,ortholoc,L08,frame_xdop,asis,partial,,83.1,22.18,0.729,0.7805,768,test_outPlace,c_L08,heldout,registered,1.025,измерено,1.00,,photo,1967348
pair_L08_xDOP0240_asis.npz,ortholoc,L08,frame_xdop,asis,inside,,97.2,21.85,0.668,0.9999,896,test_outPlace,c_L08,heldout,registered,1.025,измерено,1.00,,photo,2323309
pair_L08_xDOP0241_asis.npz,ortholoc,L08,frame_xdop,asis,partial,,96.4,21.66,0.7,0.7377,640,test_outPlace,c_L08,heldout,registered,1.025,измерено,1.00,,photo,1954110
pair_L08_xDOP0242_asis.npz,ortholoc,L08,frame_xdop,asis,partial,,98.1,21.84,0.696,0.9405,768,test_outPlace,c_L08,heldout,registered,1.025,измерено,1.00,,photo,2481312
pair_L08_xDOP0243_asis.npz,ortholoc,L08,frame_xdop,asis,partial,,97.1,21.56,0.706,0.9437,768,test_outPlace,c_L08,heldout,registered,1.025,измерено,1.00,,photo,2348905
pair_L08_xDOP0244_asis.npz,ortholoc,L08,frame_xdop,asis,partial,,97.5,21.53,0.691,0.498,640,test_outPlace,c_L08,heldout,registered,1.025,измерено,1.00,,photo,1546572
pair_L08_xDOP0245_asis.npz,ortholoc,L08,frame_xdop,asis,partial,,97.9,21.4,0.744,0.9628,896,test_outPlace,c_L08,heldout,registered,1.025,измерено,1.00,,photo,2319051
pair_L08_xDOP0246_asis.npz,ortholoc,L08,frame_xdop,asis,inside,,98.6,21.85,0.684,0.9993,896,test_outPlace,c_L08,heldout,registered,1.025,измерено,1.00,,photo,2443705
pair_L08_xDOP0247_asis.npz,ortholoc,L08,frame_xdop,asis,inside,,90.3,22.22,0.731,0.9994,1024,test_outPlace,c_L08,heldout,registered,1.025,измерено,1.00,,photo,2501142
pair_L08_xDOP0248_asis.npz,ortholoc,L08,frame_xdop,asis,partial,,86.9,20.44,0.829,0.7873,768,test_outPlace,c_L08,heldout,registered,1.025,измерено,1.00,,photo,2124660
pair_L08_xDOP0249_asis.npz,ortholoc,L08,frame_xdop,asis,partial,,81.9,20.94,0.824,0.6609,640,test_outPlace,c_L08,heldout,registered,1.025,измерено,1.00,,photo,1930923
pair_L08_xDOP0250_asis.npz,ortholoc,L08,frame_xdop,asis,inside,,96.7,21.31,0.731,0.9998,1024,test_outPlace,c_L08,heldout,registered,1.025,измерено,1.00,,photo,2553685
pair_L08_xDOP0251_asis.npz,ortholoc,L08,frame_xdop,asis,partial,,96.6,22.27,0.737,0.782,640,test_outPlace,c_L08,heldout,registered,1.025,измерено,1.00,,photo,2082805
pair_L08_xDOP0252_asis.npz,ortholoc,L08,frame_xdop,asis,partial,,97.5,21.81,0.727,0.8529,768,test_outPlace,c_L08,heldout,registered,1.025,измерено,1.00,,photo,2087923
pair_L08_xDOP0253_asis.npz,ortholoc,L08,frame_xdop,asis,inside,,98.6,21.95,0.707,1.0,1024,test_outPlace,c_L08,heldout,registered,1.025,измерено,1.00,,photo,2542109
pair_L08_xDOP0254_asis.npz,ortholoc,L08,frame_xdop,asis,partial,,96.2,22.12,0.747,0.9273,768,test_outPlace,c_L08,heldout,registered,1.025,измерено,1.00,,photo,2206099
pair_L08_xDOP0255_asis.npz,ortholoc,L08,frame_xdop,asis,partial,,66.4,20.56,0.754,0.818,896,test_outPlace,c_L08,heldout,registered,1.025,измерено,1.00,,photo,2478415
pair_L08_xDOP0256_asis.npz,ortholoc,L08,frame_xdop,asis,partial,,96.4,21.65,0.727,0.9026,768,test_outPlace,c_L08,heldout,registered,1.025,измерено,1.00,,photo,2256214
pair_L08_xDOP0257_asis.npz,ortholoc,L08,frame_xdop,asis,partial,,96.1,22.31,0.806,0.9644,896,test_outPlace,c_L08,heldout,registered,1.025,измерено,1.00,,photo,2273899
pair_L08_xDOP0258_asis.npz,ortholoc,L08,frame_xdop,asis,partial,,85.3,21.24,0.716,0.7554,640,test_outPlace,c_L08,heldout,registered,1.025,измерено,1.00,,photo,1988132
pair_L08_xDOP0259_asis.npz,ortholoc,L08,frame_xdop,asis,partial,,78.6,20.92,0.768,0.8862,768,test_outPlace,c_L08,heldout,registered,1.025,измерено,1.00,,photo,2300010
pair_L08_xDOP0260_asis.npz,ortholoc,L08,frame_xdop,asis,partial,,82.6,22.0,0.708,0.8935,640,test_outPlace,c_L08,heldout,registered,1.025,измерено,1.00,,photo,2231846
pair_L08_xDOP0261_asis.npz,ortholoc,L08,frame_xdop,asis,partial,,100.0,21.21,0.757,0.8876,768,test_outPlace,c_L08,heldout,registered,1.025,измерено,1.00,,photo,2337768
pair_L08_xDOP0262_asis.npz,ortholoc,L08,frame_xdop,asis,partial,,100.1,20.95,0.714,0.9891,896,test_outPlace,c_L08,heldout,registered,1.025,измерено,1.00,,photo,2523759
pair_L08_xDOP0263_asis.npz,ortholoc,L08,frame_xdop,asis,partial,,99.5,21.55,0.691,0.9701,768,test_outPlace,c_L08,heldout,registered,1.025,измерено,1.00,,photo,2478061
pair_L08_xDOP0263_rect.npz,ortholoc,L08,rect_ortho,rect,partial,,99.5,21.55,1.0,0.7406,1024,test_outPlace,c_L08,heldout,exact,0.1,аналитическая,0.50,,photo,1274711
pair_L08_xDOP0264_asis.npz,ortholoc,L08,frame_xdop,asis,inside,,96.4,21.57,0.727,0.9996,1024,test_outPlace,c_L08,heldout,registered,1.025,измерено,1.00,,photo,2573305
pair_L08_xDOP0265_asis.npz,ortholoc,L08,frame_xdop,asis,partial,,99.4,21.86,0.725,0.9961,896,test_outPlace,c_L08,heldout,registered,1.025,измерено,1.00,,photo,2446755
pair_L08_xDOP0266_asis.npz,ortholoc,L08,frame_xdop,asis,inside,,99.1,21.87,0.747,1.0,1024,test_outPlace,c_L08,heldout,registered,1.025,измерено,1.00,,photo,2504780
pair_L08_xDOP0267_asis.npz,ortholoc,L08,frame_xdop,asis,partial,,98.4,21.04,0.715,0.5915,640,test_outPlace,c_L08,heldout,registered,1.025,измерено,1.00,,photo,1862204
pair_L08_xDOP0268_asis.npz,ortholoc,L08,frame_xdop,asis,partial,,88.5,21.77,0.79,0.9196,896,test_outPlace,c_L08,heldout,registered,1.025,измерено,1.00,,photo,2376791
pair_L08_xDOP0269_asis.npz,ortholoc,L08,frame_xdop,asis,partial,,90.7,20.83,0.747,0.5174,640,test_outPlace,c_L08,heldout,registered,1.025,измерено,1.00,,photo,1586724
pair_L08_xDOP0270_asis.npz,ortholoc,L08,frame_xdop,asis,partial,,97.5,20.99,0.711,0.6582,640,test_outPlace,c_L08,heldout,registered,1.025,измерено,1.00,,photo,1856930
pair_L08_xDOP0271_asis.npz,ortholoc,L08,frame_xdop,asis,partial,,99.0,22.11,0.799,0.4518,640,test_outPlace,c_L08,heldout,registered,1.025,измерено,1.00,,photo,1476005
pair_L08_xDOP0272_asis.npz,ortholoc,L08,frame_xdop,asis,inside,,96.3,21.67,0.695,0.999,896,test_outPlace,c_L08,heldout,registered,1.025,измерено,1.00,,photo,2370893
pair_L08_xDOP0273_asis.npz,ortholoc,L08,frame_xdop,asis,partial,,99.5,22.06,0.734,0.9501,768,test_outPlace,c_L08,heldout,registered,1.025,измерено,1.00,,photo,2460143
pair_L08_xDOP0274_asis.npz,ortholoc,L08,frame_xdop,asis,partial,,98.2,21.68,0.674,0.9752,768,test_outPlace,c_L08,heldout,registered,1.025,измерено,1.00,,photo,2497120
pair_L08_xDOP0275_asis.npz,ortholoc,L08,frame_xdop,asis,partial,,95.0,20.63,0.763,0.7837,768,test_outPlace,c_L08,heldout,registered,1.025,измерено,1.00,,photo,2244230
pair_L08_xDOP0276_asis.npz,ortholoc,L08,frame_xdop,asis,inside,,69.3,22.41,0.556,0.9997,1024,test_outPlace,c_L08,heldout,registered,1.025,измерено,1.00,,photo,2558582
pair_L08_xDOP0277_asis.npz,ortholoc,L08,frame_xdop,asis,partial,,96.9,21.04,0.768,0.4752,640,test_outPlace,c_L08,heldout,registered,1.025,измерено,1.00,,photo,1621838
pair_L08_xDOP0278_asis.npz,ortholoc,L08,frame_xdop,asis,partial,,99.7,21.71,0.716,0.9559,768,test_outPlace,c_L08,heldout,registered,1.025,измерено,1.00,,photo,2365209
pair_L08_xDOP0279_asis.npz,ortholoc,L08,frame_xdop,asis,partial,,98.2,21.82,0.696,0.748,640,test_outPlace,c_L08,heldout,registered,1.025,измерено,1.00,,photo,2045276
pair_L08_xDOP0280_asis.npz,ortholoc,L08,frame_xdop,asis,partial,,98.1,21.99,0.764,0.5628,640,test_outPlace,c_L08,heldout,registered,1.025,измерено,1.00,,photo,1594495
pair_L08_xDOP0281_asis.npz,ortholoc,L08,frame_xdop,asis,partial,,98.3,21.24,0.697,0.7197,640,test_outPlace,c_L08,heldout,registered,1.025,измерено,1.00,,photo,1943030
pair_L08_xDOP0282_asis.npz,ortholoc,L08,frame_xdop,asis,inside,,92.2,21.98,0.687,0.9998,1024,test_outPlace,c_L08,heldout,registered,1.025,измерено,1.00,,photo,2422180
pair_L08_xDOP0283_asis.npz,ortholoc,L08,frame_xdop,asis,inside,,94.6,21.61,0.664,1.0,1024,test_outPlace,c_L08,heldout,registered,1.025,измерено,1.00,,photo,2433313
pair_L08_xDOP0284_asis.npz,ortholoc,L08,frame_xdop,asis,inside,,99.4,22.1,0.715,0.9999,1024,test_outPlace,c_L08,heldout,registered,1.025,измерено,1.00,,photo,2542346
pair_L08_xDOP0285_asis.npz,ortholoc,L08,frame_xdop,asis,partial,,71.0,22.21,0.57,0.9949,896,test_outPlace,c_L08,heldout,registered,1.025,измерено,1.00,,photo,2338299
pair_L08_xDOP0286_asis.npz,ortholoc,L08,frame_xdop,asis,partial,,97.2,21.83,0.704,0.6072,640,test_outPlace,c_L08,heldout,registered,1.025,измерено,1.00,,photo,1901776
pair_L08_xDOP0287_asis.npz,ortholoc,L08,frame_xdop,asis,partial,,97.8,22.29,0.727,0.4542,640,test_outPlace,c_L08,heldout,registered,1.025,измерено,1.00,,photo,1476266
pair_L08_xDOP0288_asis.npz,ortholoc,L08,frame_xdop,asis,partial,,96.7,21.42,0.751,0.4897,640,test_outPlace,c_L08,heldout,registered,1.025,измерено,1.00,,photo,1657057
pair_L08_xDOP0289_asis.npz,ortholoc,L08,frame_xdop,asis,partial,,98.3,21.48,0.709,0.4874,640,test_outPlace,c_L08,heldout,registered,1.025,измерено,1.00,,photo,1586061
pair_L08_xDOP0290_asis.npz,ortholoc,L08,frame_xdop,asis,partial,,74.6,21.96,0.64,0.9927,896,test_outPlace,c_L08,heldout,registered,1.025,измерено,1.00,,photo,2461161
pair_L08_xDOP0291_asis.npz,ortholoc,L08,frame_xdop,asis,partial,,97.9,21.89,0.708,0.7804,768,test_outPlace,c_L08,heldout,registered,1.025,измерено,1.00,,photo,1935452
pair_L08_xDOP0292_asis.npz,ortholoc,L08,frame_xdop,asis,partial,,98.7,21.62,0.703,0.9901,1024,test_outPlace,c_L08,heldout,registered,1.025,измерено,1.00,,photo,2487213
pair_L08_xDOP0293_asis.npz,ortholoc,L08,frame_xdop,asis,partial,,96.6,20.48,0.77,0.9699,1024,test_outPlace,c_L08,heldout,registered,1.025,измерено,1.00,,photo,2466520
pair_L08_xDOP0294_asis.npz,ortholoc,L08,frame_xdop,asis,partial,,98.7,21.28,0.711,0.8822,768,test_outPlace,c_L08,heldout,registered,1.025,измерено,1.00,,photo,2252207
pair_L08_xDOP0295_asis.npz,ortholoc,L08,frame_xdop,asis,partial,,97.0,21.95,0.708,0.8518,768,test_outPlace,c_L08,heldout,registered,1.025,измерено,1.00,,photo,2215049
pair_L08_xDOP0296_asis.npz,ortholoc,L08,frame_xdop,asis,partial,,98.1,21.26,0.673,0.8612,768,test_outPlace,c_L08,heldout,registered,1.025,измерено,1.00,,photo,2175820
pair_L08_xDOP0297_asis.npz,ortholoc,L08,frame_xdop,asis,partial,,99.5,21.78,0.711,0.8026,640,test_outPlace,c_L08,heldout,registered,1.025,измерено,1.00,,photo,2088436
pair_L08_xDOP0298_asis.npz,ortholoc,L08,frame_xdop,asis,inside,,98.1,21.84,0.704,0.9998,1024,test_outPlace,c_L08,heldout,registered,1.025,измерено,1.00,,photo,2474996
pair_L08_xDOP0299_asis.npz,ortholoc,L08,frame_xdop,asis,partial,,95.4,21.86,0.701,0.8416,768,test_outPlace,c_L08,heldout,registered,1.025,измерено,1.00,,photo,2007834
pair_L08_xDOP0300_asis.npz,ortholoc,L08,frame_xdop,asis,partial,,97.1,22.3,0.723,0.8341,768,test_outPlace,c_L08,heldout,registered,1.025,измерено,1.00,,photo,2237351
pair_L08_xDOP0301_asis.npz,ortholoc,L08,frame_xdop,asis,partial,,98.4,21.63,0.716,0.6849,640,test_outPlace,c_L08,heldout,registered,1.025,измерено,1.00,,photo,1970554
pair_L08_xDOP0302_asis.npz,ortholoc,L08,frame_xdop,asis,partial,,77.3,22.23,0.532,0.9506,768,test_outPlace,c_L08,heldout,registered,1.025,измерено,1.00,,photo,2317900
pair_L08_xDOP0303_asis.npz,ortholoc,L08,frame_xdop,asis,partial,,98.5,21.08,0.692,0.4297,640,test_outPlace,c_L08,heldout,registered,1.025,измерено,1.00,,photo,1517462
pair_L08_xDOP0303_rect.npz,ortholoc,L08,rect_ortho,rect,partial,,98.5,21.08,1.0,0.7458,768,test_outPlace,c_L08,heldout,exact,0.1,аналитическая,0.50,,photo,1078613
pair_L08_xDOP0304_asis.npz,ortholoc,L08,frame_xdop,asis,partial,,98.8,22.23,0.718,0.9955,896,test_outPlace,c_L08,heldout,registered,1.025,измерено,1.00,,photo,2425057
pair_L08_xDOP0305_asis.npz,ortholoc,L08,frame_xdop,asis,inside,,98.9,21.28,0.739,1.0,1024,test_outPlace,c_L08,heldout,registered,1.025,измерено,1.00,,photo,2541354
pair_L08_xDOP0306_asis.npz,ortholoc,L08,frame_xdop,asis,partial,,73.0,20.86,0.727,0.993,1024,test_outPlace,c_L08,heldout,registered,1.025,измерено,1.00,,photo,2517401
pair_L08_xDOP0307_asis.npz,ortholoc,L08,frame_xdop,asis,partial,,82.1,21.13,0.702,0.9922,896,test_outPlace,c_L08,heldout,registered,1.025,измерено,1.00,,photo,2532272
pair_L08_xDOP0308_asis.npz,ortholoc,L08,frame_xdop,asis,partial,,82.9,20.88,0.793,0.758,768,test_outPlace,c_L08,heldout,registered,1.025,измерено,1.00,,photo,2161493
pair_L08_xDOP0309_asis.npz,ortholoc,L08,frame_xdop,asis,partial,,97.3,21.63,0.75,0.9465,768,test_outPlace,c_L08,heldout,registered,1.025,измерено,1.00,,photo,2167910
pair_L08_xDOP0310_asis.npz,ortholoc,L08,frame_xdop,asis,partial,,97.3,21.66,0.754,0.9819,896,test_outPlace,c_L08,heldout,registered,1.025,измерено,1.00,,photo,2500155
pair_L08_xDOP0311_asis.npz,ortholoc,L08,frame_xdop,asis,partial,,98.6,21.28,0.837,0.925,896,test_outPlace,c_L08,heldout,registered,1.025,измерено,1.00,,photo,2350757
pair_L08_xDOP0312_asis.npz,ortholoc,L08,frame_xdop,asis,partial,,77.8,22.49,0.684,0.9987,1024,test_outPlace,c_L08,heldout,registered,1.025,измерено,1.00,,photo,2627669
pair_L08_xDOP0313_asis.npz,ortholoc,L08,frame_xdop,asis,partial,,99.1,21.6,0.716,0.4693,640,test_outPlace,c_L08,heldout,registered,1.025,измерено,1.00,,photo,1614250
pair_L08_xDOP0314_asis.npz,ortholoc,L08,frame_xdop,asis,partial,,97.7,21.51,0.688,0.9968,896,test_outPlace,c_L08,heldout,registered,1.025,измерено,1.00,,photo,2534004
pair_L08_xDOP0315_asis.npz,ortholoc,L08,frame_xdop,asis,inside,,96.0,21.36,0.739,0.999,1024,test_outPlace,c_L08,heldout,registered,1.025,измерено,1.00,,photo,2506683
pair_L08_xDOP0316_asis.npz,ortholoc,L08,frame_xdop,asis,partial,,85.1,20.38,0.622,0.374,640,test_outPlace,c_L08,heldout,registered,1.025,измерено,1.00,,photo,1350866
pair_L08_xDOP0317_asis.npz,ortholoc,L08,frame_xdop,asis,partial,,69.3,20.7,0.672,0.9892,1024,test_outPlace,c_L08,heldout,registered,1.025,измерено,1.00,,photo,2571443
pair_L08_xDOP0318_asis.npz,ortholoc,L08,frame_xdop,asis,partial,,98.8,21.49,0.726,0.8374,640,test_outPlace,c_L08,heldout,registered,1.025,измерено,1.00,,photo,2201361
pair_L08_xDOP0319_asis.npz,ortholoc,L08,frame_xdop,asis,partial,,97.0,21.49,0.709,0.9825,1024,test_outPlace,c_L08,heldout,registered,1.025,измерено,1.00,,photo,2453988
pair_L08_xDOP0320_asis.npz,ortholoc,L08,frame_xdop,asis,partial,,94.7,22.28,0.704,0.4871,640,test_outPlace,c_L08,heldout,registered,1.025,измерено,1.00,,photo,1515586
pair_L08_xDOP0321_asis.npz,ortholoc,L08,frame_xdop,asis,inside,,70.5,20.61,0.81,1.0,1024,test_outPlace,c_L08,heldout,registered,1.025,измерено,1.00,,photo,2632656
pair_L08_xDOP0322_asis.npz,ortholoc,L08,frame_xdop,asis,partial,,95.1,20.98,0.755,0.9883,896,test_outPlace,c_L08,heldout,registered,1.025,измерено,1.00,,photo,2450302
pair_L08_xDOP0323_asis.npz,ortholoc,L08,frame_xdop,asis,partial,,98.2,21.81,0.715,0.9947,896,test_outPlace,c_L08,heldout,registered,1.025,измерено,1.00,,photo,2371227
pair_L08_xDOP0324_asis.npz,ortholoc,L08,frame_xdop,asis,inside,,99.4,21.73,0.75,1.0,1024,test_outPlace,c_L08,heldout,registered,1.025,измерено,1.00,,photo,2469120
pair_L08_xDOP0325_asis.npz,ortholoc,L08,frame_xdop,asis,partial,,82.3,22.24,0.699,0.9015,768,test_outPlace,c_L08,heldout,registered,1.025,измерено,1.00,,photo,2056172
pair_L08_xDOP0326_asis.npz,ortholoc,L08,frame_xdop,asis,partial,,99.8,21.66,0.746,0.9896,896,test_outPlace,c_L08,heldout,registered,1.025,измерено,1.00,,photo,2523619
pair_L08_xDOP0327_asis.npz,ortholoc,L08,frame_xdop,asis,partial,,99.1,22.0,0.739,0.528,640,test_outPlace,c_L08,heldout,registered,1.025,измерено,1.00,,photo,1612978
pair_L08_xDOP0328_asis.npz,ortholoc,L08,frame_xdop,asis,partial,,98.7,21.36,0.749,0.9965,1024,test_outPlace,c_L08,heldout,registered,1.025,измерено,1.00,,photo,2557845
pair_L08_xDOP0329_asis.npz,ortholoc,L08,frame_xdop,asis,partial,,98.2,21.44,0.666,0.5132,640,test_outPlace,c_L08,heldout,registered,1.025,измерено,1.00,,photo,1548637
pair_L08_xDOP0330_asis.npz,ortholoc,L08,frame_xdop,asis,partial,,99.1,21.18,0.813,0.5242,640,test_outPlace,c_L08,heldout,registered,1.025,измерено,1.00,,photo,1629100
pair_L08_xDOP0331_asis.npz,ortholoc,L08,frame_xdop,asis,partial,,67.3,20.43,0.829,0.4194,640,test_outPlace,c_L08,heldout,registered,1.025,измерено,1.00,,photo,1564987
pair_L08_xDOP0332_asis.npz,ortholoc,L08,frame_xdop,asis,partial,,87.3,20.38,0.853,0.7556,896,test_outPlace,c_L08,heldout,registered,1.025,измерено,1.00,,photo,2160646
pair_L08_xDOP0333_asis.npz,ortholoc,L08,frame_xdop,asis,partial,,95.4,21.91,0.735,0.5489,640,test_outPlace,c_L08,heldout,registered,1.025,измерено,1.00,,photo,1635878
pair_L08_xDOP0334_asis.npz,ortholoc,L08,frame_xdop,asis,partial,,65.9,20.52,0.715,0.8895,1024,test_outPlace,c_L08,heldout,registered,1.025,измерено,1.00,,photo,2305736
pair_L08_xDOP0335_asis.npz,ortholoc,L08,frame_xdop,asis,partial,,98.1,21.13,0.754,0.9175,768,test_outPlace,c_L08,heldout,registered,1.025,измерено,1.00,,photo,2430035
pair_L08_xDOP0336_asis.npz,ortholoc,L08,frame_xdop,asis,partial,,96.7,21.32,0.736,0.73,640,test_outPlace,c_L08,heldout,registered,1.025,измерено,1.00,,photo,2023646
pair_L08_xDOP0337_asis.npz,ortholoc,L08,frame_xdop,asis,partial,,99.1,21.24,0.692,0.7088,640,test_outPlace,c_L08,heldout,registered,1.025,измерено,1.00,,photo,2036888
pair_L08_xDOP0338_asis.npz,ortholoc,L08,frame_xdop,asis,partial,,97.4,22.36,0.715,0.9989,1024,test_outPlace,c_L08,heldout,registered,1.025,измерено,1.00,,photo,2451109
pair_L08_xDOP0339_asis.npz,ortholoc,L08,frame_xdop,asis,partial,,97.4,21.72,0.699,0.9557,768,test_outPlace,c_L08,heldout,registered,1.025,измерено,1.00,,photo,2154059
pair_L08_xDOP0340_asis.npz,ortholoc,L08,frame_xdop,asis,partial,,95.6,21.73,0.762,0.9866,896,test_outPlace,c_L08,heldout,registered,1.025,измерено,1.00,,photo,2377947
pair_L08_xDOP0341_asis.npz,ortholoc,L08,frame_xdop,asis,partial,,97.5,21.77,0.711,0.8869,768,test_outPlace,c_L08,heldout,registered,1.025,измерено,1.00,,photo,2152923
pair_L08_xDOP0342_asis.npz,ortholoc,L08,frame_xdop,asis,partial,,98.1,21.64,0.692,0.8065,640,test_outPlace,c_L08,heldout,registered,1.025,измерено,1.00,,photo,2055247
pair_L08_xDOP0343_asis.npz,ortholoc,L08,frame_xdop,asis,partial,,97.1,20.51,0.768,0.9867,896,test_outPlace,c_L08,heldout,registered,1.025,измерено,1.00,,photo,2513277
pair_L08_xDOP0344_asis.npz,ortholoc,L08,frame_xdop,asis,inside,,97.2,21.55,0.743,0.9998,1024,test_outPlace,c_L08,heldout,registered,1.025,измерено,1.00,,photo,2528564
pair_L08_xDOP0345_asis.npz,ortholoc,L08,frame_xdop,asis,partial,,71.2,22.43,0.746,0.5805,640,test_outPlace,c_L08,heldout,registered,1.025,измерено,1.00,,photo,1565736
pair_L08_xDOP0346_asis.npz,ortholoc,L08,frame_xdop,asis,partial,,83.5,22.43,0.582,0.9939,768,test_outPlace,c_L08,heldout,registered,1.025,измерено,1.00,,photo,2310572
pair_L08_xDOP0346_rect.npz,ortholoc,L08,rect_ortho,rect,partial,,83.5,22.43,1.0,0.5799,768,test_outPlace,c_L08,heldout,exact,0.1,аналитическая,0.50,,photo,944762
pair_L08_xDOP0347_asis.npz,ortholoc,L08,frame_xdop,asis,partial,,97.5,22.0,0.764,0.9814,896,test_outPlace,c_L08,heldout,registered,1.025,измерено,1.00,,photo,2442793
pair_L08_xDOP0348_asis.npz,ortholoc,L08,frame_xdop,asis,partial,,98.4,21.78,0.766,0.9604,896,test_outPlace,c_L08,heldout,registered,1.025,измерено,1.00,,photo,2364816
pair_L08_xDOP0349_asis.npz,ortholoc,L08,frame_xdop,asis,partial,,100.0,21.03,0.704,0.9775,896,test_outPlace,c_L08,heldout,registered,1.025,измерено,1.00,,photo,2481638
pair_L08_xDOP0350_asis.npz,ortholoc,L08,frame_xdop,asis,inside,,99.2,22.17,0.672,0.9999,1024,test_outPlace,c_L08,heldout,registered,1.025,измерено,1.00,,photo,2520310
pair_L08_xDOP0351_asis.npz,ortholoc,L08,frame_xdop,asis,partial,,99.8,21.66,0.676,0.6097,640,test_outPlace,c_L08,heldout,registered,1.025,измерено,1.00,,photo,1922185
pair_L08_xDOP0352_asis.npz,ortholoc,L08,frame_xdop,asis,partial,,97.9,21.34,0.724,0.7972,768,test_outPlace,c_L08,heldout,registered,1.025,измерено,1.00,,photo,2047160
pair_L08_xDOP0353_asis.npz,ortholoc,L08,frame_xdop,asis,partial,,98.3,21.86,0.685,0.9945,896,test_outPlace,c_L08,heldout,registered,1.025,измерено,1.00,,photo,2654646
pair_L08_xDOP0354_asis.npz,ortholoc,L08,frame_xdop,asis,partial,,99.5,21.73,0.774,0.5876,640,test_outPlace,c_L08,heldout,registered,1.025,измерено,1.00,,photo,1730281
pair_L08_xDOP0355_asis.npz,ortholoc,L08,frame_xdop,asis,partial,,98.6,21.42,0.77,0.4241,640,test_outPlace,c_L08,heldout,registered,1.025,измерено,1.00,,photo,1489799
pair_L08_xDOP0356_asis.npz,ortholoc,L08,frame_xdop,asis,partial,,74.1,22.34,0.594,0.5081,640,test_outPlace,c_L08,heldout,registered,1.025,измерено,1.00,,photo,1526597
pair_L08_xDOP0357_asis.npz,ortholoc,L08,frame_xdop,asis,partial,,99.0,21.25,0.75,0.9429,1024,test_outPlace,c_L08,heldout,registered,1.025,измерено,1.00,,photo,2490002
pair_L08_xDOP0358_asis.npz,ortholoc,L08,frame_xdop,asis,partial,,73.9,20.81,0.697,0.6195,640,test_outPlace,c_L08,heldout,registered,1.025,измерено,1.00,,photo,1958111
pair_L08_xDOP0359_asis.npz,ortholoc,L08,frame_xdop,asis,partial,,95.7,21.78,0.691,0.9941,896,test_outPlace,c_L08,heldout,registered,1.025,измерено,1.00,,photo,2338449
pair_L08_xDOP0360_asis.npz,ortholoc,L08,frame_xdop,asis,inside,,96.6,21.6,0.693,0.9996,1024,test_outPlace,c_L08,heldout,registered,1.025,измерено,1.00,,photo,2535152
pair_L08_xDOP0361_asis.npz,ortholoc,L08,frame_xdop,asis,inside,,97.6,20.85,0.681,0.9999,1024,test_outPlace,c_L08,heldout,registered,1.025,измерено,1.00,,photo,2496537
pair_L08_xDOP0362_asis.npz,ortholoc,L08,frame_xdop,asis,partial,,74.9,21.05,0.736,0.9166,768,test_outPlace,c_L08,heldout,registered,1.025,измерено,1.00,,photo,2422555
pair_L08_xDOP0363_asis.npz,ortholoc,L08,frame_xdop,asis,partial,,91.9,20.97,0.755,0.7492,768,test_outPlace,c_L08,heldout,registered,1.025,измерено,1.00,,photo,2102802
pair_L08_xDOP0364_asis.npz,ortholoc,L08,frame_xdop,asis,partial,,100.5,20.87,0.715,0.5664,640,test_outPlace,c_L08,heldout,registered,1.025,измерено,1.00,,photo,1849352
pair_L08_xDOP0365_asis.npz,ortholoc,L08,frame_xdop,asis,partial,,96.6,21.52,0.738,0.8348,768,test_outPlace,c_L08,heldout,registered,1.025,измерено,1.00,,photo,2336370
pair_L08_xDOP0366_asis.npz,ortholoc,L08,frame_xdop,asis,partial,,99.7,21.71,0.747,0.9875,896,test_outPlace,c_L08,heldout,registered,1.025,измерено,1.00,,photo,2490305
pair_L08_xDOP0367_asis.npz,ortholoc,L08,frame_xdop,asis,partial,,98.4,21.58,0.764,0.8665,768,test_outPlace,c_L08,heldout,registered,1.025,измерено,1.00,,photo,2244439
pair_L08_xDOP0368_asis.npz,ortholoc,L08,frame_xdop,asis,partial,,97.8,21.58,0.778,0.9956,1024,test_outPlace,c_L08,heldout,registered,1.025,измерено,1.00,,photo,2535274
pair_L08_xDOP0369_asis.npz,ortholoc,L08,frame_xdop,asis,partial,,98.4,21.67,0.698,0.691,640,test_outPlace,c_L08,heldout,registered,1.025,измерено,1.00,,photo,1954798
pair_L08_xDOP0370_asis.npz,ortholoc,L08,frame_xdop,asis,partial,,97.0,21.14,0.751,0.4879,640,test_outPlace,c_L08,heldout,registered,1.025,измерено,1.00,,photo,1684868
pair_L08_xDOP0371_asis.npz,ortholoc,L08,frame_xdop,asis,partial,,99.1,21.4,0.653,0.8466,640,test_outPlace,c_L08,heldout,registered,1.025,измерено,1.00,,photo,2137914
